"rank_order","rank","name","scores_overall","scores_overall_rank","scores_teaching","scores_teaching_rank","scores_research","scores_research_rank","scores_citations","scores_citations_rank","scores_industry_income","scores_industry_income_rank","scores_international_outlook","scores_international_outlook_rank","record_type","member_level","url","nid","location","stats_number_students","stats_student_staff_ratio","stats_pc_intl_students","stats_female_male_ratio","aliases","subjects_offered","closed","unaccredited","disabled","apply_link","cta_button.link","cta_button.text","location_standardized"
19520,NA,"Université de Skikda",17.8,19520,12.3,2044,7.8,2070,47.4,1172,16.6,2035,40.7,1193,"master_account",0,"/world-university-rankings/universite-de-skikda",720221,"Algeria",29453,27.1,"0%","70 : 30","Université de Skikda","Medicine & Dentistry,Chemistry,Biological Sciences,Business & Management,Communication & Media Studies,Computer Science,Agriculture & Forestry,Psychology,General Engineering,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Education,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Civil Engineering,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Languages, Literature & Linguistics,Accounting & Finance",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19530,NA,"Université Frères Mentouri Constantine 1",17.8,19530,18.8,1615,8.6,2011,13.3,1975,18.4,1887,37.2,1344,"master_account",0,"/world-university-rankings/universite-freres-mentouri-constantine-1",648689,"Algeria",31137,15.5,"1%","64 : 36","Université Frères Mentouri Constantine 1","Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Geography,Chemical Engineering,Agriculture & Forestry,Physics & Astronomy,Veterinary Science,Law,Mechanical & Aerospace Engineering,General Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19540,NA,"Université Hassan 1er",17.8,19540,25.5,1055,10.7,1698,24,1751,17.9,1924,23.4,1942,"master_account",0,"/world-university-rankings/universite-hassan-1er",587925,"Morocco",35228,58.2,"2%","52 : 48","Université Hassan 1er","Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Education,General Engineering,Chemical Engineering,Mathematics & Statistics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Biological Sciences,Law,Mechanical & Aerospace Engineering,Computer Science,Economics & Econometrics",FALSE,FALSE,FALSE,NA,NA,NA,"morocco"
19550,NA,"Université Hassan II de Casablanca",17.8,19550,20.7,1443,9.3,1916,42.2,1306,26.6,1426,28.1,1740,"master_account",0,"/world-university-rankings/universite-hassan-ii-de-casablanca",587808,"Morocco",126408,34.9,"2%","54 : 46","Université Hassan II de Casablanca","Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Archaeology,Biological Sciences,Other Health,Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Computer Science,Chemical Engineering,Mathematics & Statistics,Law,Business & Management,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geography,Sociology,Languages, Literature & Linguistics,Architecture,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Communication & Media Studies,Education,Mechanical & Aerospace Engineering,General Engineering,History, Philosophy & Theology,Psychology",FALSE,FALSE,FALSE,NA,NA,NA,"morocco"
19560,NA,"Université Kasdi Merbah Ouargla",17.8,19560,28.2,857,9.9,1817,18.9,1864,17.2,1987,30.1,1656,"master_account",0,"/world-university-rankings/universite-kasdi-merbah-ouargla",650231,"Algeria",26744,20.8,"0%","57 : 43","Université Kasdi Merbah Ouargla","Medicine & Dentistry,Civil Engineering,Chemistry,Accounting & Finance,Archaeology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Chemical Engineering,Economics & Econometrics,Art, Performing Arts & Design,Sport Science,Geography,Languages, Literature & Linguistics,Physics & Astronomy,Education,Agriculture & Forestry,Sociology,Architecture,Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,History, Philosophy & Theology,Veterinary Science,Law",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19570,NA,"Université Mohammed Premier",17.8,19570,19.2,1571,11.1,1637,38.5,1379,20.6,1713,33.8,1492,"master_account",0,"/world-university-rankings/universite-mohammed-premier",624354,"Morocco",84547,82.5,"1%","51 : 49","Université Mohammed Premier","Other Health,Chemistry,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Law,Computer Science,Communication & Media Studies,Biological Sciences,Physics & Astronomy,Accounting & Finance,General Engineering,Sociology,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"morocco"
19580,NA,"Université Mouloud Mammeri de Tizi-Ouzou",17.8,19580,18.1,1691,8,2061,8.3,2061,16.9,2007,43.6,1102,"master_account",0,"/world-university-rankings/universite-mouloud-mammeri-de-tizi-ouzou",720059,"Algeria",38930,19.9,"0%","62 : 38","Université Mouloud Mammeri de Tizi-Ouzou","Education,Chemistry,Mathematics & Statistics,Civil Engineering,Architecture,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Psychology,Economics & Econometrics,General Engineering,Physics & Astronomy,Biological Sciences,Law,Computer Science,Electrical & Electronic Engineering,Business & Management,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,History, Philosophy & Theology,Other Health,Sociology,Communication & Media Studies,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19590,NA,"Université Sorbonne Nouvelle",17.8,19590,26.2,1001,13.1,1392,20,1843,34.8,1204,69.2,449,"master_account",0,"/world-university-rankings/universite-sorbonne-nouvelle",716200,"France",15703,22.3,"26%","77 : 23","Université Sorbonne Nouvelle","Languages, Literature & Linguistics,Geography,Law,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies,Art, Performing Arts & Design,Education,Business & Management,History, Philosophy & Theology",FALSE,FALSE,FALSE,NA,NA,NA,"france"
19600,NA,"Université Sultan Moulay Slimane",17.8,19600,17.4,1742,11.1,1638,35.4,1446,17.2,1988,22,2002,"master_account",0,"/world-university-rankings/universite-sultan-moulay-slimane",710835,"Morocco",41727,58.3,"1%","54 : 46","Université Sultan Moulay Slimane","Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Agriculture & Forestry,Education,General Engineering,Chemistry,Biological Sciences,History, Philosophy & Theology,Civil Engineering,Law,Accounting & Finance,Mathematics & Statistics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Geography,Chemical Engineering,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"morocco"
19610,NA,"Universiti Kuala Lumpur",17.8,19610,25.6,1048,9.6,1874,24.1,1747,31.1,1290,46.7,1000,"master_account",0,"/world-university-rankings/universiti-kuala-lumpur",628161,"Malaysia",14972,11.4,"6%","43 : 57","Universiti Kuala Lumpur","Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Business & Management,Art, Performing Arts & Design,Electrical & Electronic Engineering,Medicine & Dentistry,Chemical Engineering,General Engineering,Accounting & Finance",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
19620,NA,"Universiti Malaysia Kelantan",17.8,19620,15.9,1836,15.7,1151,32.2,1530,34.6,1210,45.4,1044,"master_account",0,"/world-university-rankings/universiti-malaysia-kelantan",690031,"Malaysia",9393,19.9,"5%","71 : 29","Universiti Malaysia Kelantan","Architecture,Archaeology,Veterinary Science,Physics & Astronomy,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,History, Philosophy & Theology,Chemistry,Computer Science,Art, Performing Arts & Design,General Engineering,Agriculture & Forestry,Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Civil Engineering,Sociology,Communication & Media Studies",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
19630,NA,"Universiti Malaysia Perlis",17.8,19630,22.7,1262,13,1402,33.5,1488,32.5,1254,36.7,1373,"master_account",0,"/world-university-rankings/universiti-malaysia-perlis",625665,"Malaysia",11116,12.9,"4%","47 : 53","Universiti Malaysia Perlis","Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Mathematics & Statistics,Accounting & Finance,Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics,General Engineering,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
19640,NA,"Universiti Teknikal Malaysia Melaka",17.8,19640,21.3,1387,11.7,1559,29.2,1611,32.5,1255,45.1,1058,"master_account",0,"/world-university-rankings/universiti-teknikal-malaysia-melaka",693271,"Malaysia",11480,15.9,"5%","38 : 62","Universiti Teknikal Malaysia Melaka","Computer Science,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
19650,NA,"Universiti Teknologi MARA",17.8,19650,22,1328,15.7,1152,31,1562,38.9,1116,27.1,1779,"master_account",0,"/world-university-rankings/universiti-teknologi-mara",131773,"Malaysia",60827,16,"2%","66 : 34","Universiti Teknologi MARA","Accounting & Finance,General Engineering,Biological Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Computer Science,Mechanical & Aerospace Engineering,Economics & Econometrics,Mathematics & Statistics,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Geography,Electrical & Electronic Engineering,Chemistry,Civil Engineering,Chemical Engineering,Education,Sport Science,Physics & Astronomy,Art, Performing Arts & Design,Architecture,Business & Management,Sociology,Communication & Media Studies,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Veterinary Science",FALSE,FALSE,FALSE,NA,NA,NA,"malaysia"
19660,NA,"University Abdelhamid Ibn Badis Mostaganem",17.8,19660,19.6,1533,7.8,2071,10,2028,16.3,2059,34,1481,"master_account",0,"/world-university-rankings/university-abdelhamid-ibn-badis-mostaganem",670590,"Algeria",25109,19.1,"1%","69 : 31","University Abdelhamid Ibn Badis Mostaganem","Sport Science,Economics & Econometrics,Chemistry,Computer Science,Law,Agriculture & Forestry,Languages, Literature & Linguistics,Communication & Media Studies,General Engineering,Sociology,Architecture,Biological Sciences,Business & Management,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19670,NA,"University for Development Studies",17.8,19670,23.5,1197,10.6,1709,32.2,1531,18.9,1844,50.1,861,"master_account",0,"/world-university-rankings/university-development-studies",718269,"Ghana",28014,37.4,"0%","30 : 70","University for Development Studies","Computer Science,Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Sociology,Mechanical & Aerospace Engineering,Agriculture & Forestry,Veterinary Science,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Psychology,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"ghana"
19680,NA,"University Mohamed Boudiaf of M’Sila",17.8,19680,18.7,1627,9.2,1933,13.5,1971,18.4,1888,34,1482,"master_account",0,"/world-university-rankings/university-mohamed-boudiaf-msila",648695,"Algeria",33700,18.2,"1%","55 : 45","University Mohamed Boudiaf of M’Sila","Electrical & Electronic Engineering,Chemistry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Sociology,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Biological Sciences,Psychology,Architecture,Chemical Engineering,Law,General Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Economics & Econometrics",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19690,NA,"University of Abou Bekr Belkaïd Tlemcen",17.8,19690,25.4,1061,8.8,1989,12.6,1987,21,1682,35.7,1413,"master_account",0,"/world-university-rankings/university-abou-bekr-belkaid-tlemcen",587841,"Algeria",39934,16.8,"1%","59 : 41","University of Abou Bekr Belkaïd Tlemcen","Languages, Literature & Linguistics,Chemistry,Computer Science,Electrical & Electronic Engineering,Education,Civil Engineering,Sociology,Physics & Astronomy,General Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Veterinary Science,History, Philosophy & Theology,Business & Management,Psychology,Biological Sciences,Agriculture & Forestry,Mechanical & Aerospace Engineering,Archaeology,Law,Economics & Econometrics,Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19700,NA,"University of Al-Qadisiyah",17.8,19700,20,1497,7.8,2072,45.5,1216,16.1,2071,26.6,1800,"master_account",0,"/world-university-rankings/university-al-qadisiyah",670506,"Iraq",24634,14.5,"0%","52 : 48","University of Al-Qadisiyah","Medicine & Dentistry,General Engineering,Psychology,Archaeology,Other Health,Sport Science,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Geography,Art, Performing Arts & Design,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Accounting & Finance,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Veterinary Science,Law,Civil Engineering,Education,Mathematics & Statistics,Electrical & Electronic Engineering,Computer Science,Chemistry",FALSE,FALSE,FALSE,NA,NA,NA,"iraq"
19710,NA,"University of Babylon",17.8,19710,25.7,1045,8.6,2012,35.7,1442,21.4,1653,19.8,2057,"master_account",0,"/world-university-rankings/university-babylon",131722,"Iraq",29288,13.8,"0%","55 : 45","University of Babylon","General Engineering,Chemical Engineering,Computer Science,Psychology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Physics & Astronomy,Education,Chemistry,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Civil Engineering,Other Health,Sport Science,Art, Performing Arts & Design,Geography,Business & Management,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Archaeology,Accounting & Finance,Law",FALSE,FALSE,FALSE,NA,NA,NA,"iraq"
19720,NA,"University of Baghdad",17.8,19720,25.2,1076,12.1,1503,23.8,1754,25.1,1476,19.6,2062,"master_account",0,"/world-university-rankings/university-baghdad",621399,"Iraq",77080,12.8,"0%","59 : 41","University of Baghdad","General Engineering,Veterinary Science,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Archaeology,Chemistry,Medicine & Dentistry,Mathematics & Statistics,Other Health,Agriculture & Forestry,Education,Biological Sciences,Psychology,Accounting & Finance,Geography,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Computer Science,Law,Sociology,Economics & Econometrics,Chemical Engineering,Civil Engineering,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,NA,NA,NA,"iraq"
19730,NA,"University of Basrah",17.8,19730,19.2,1572,7.9,2066,14.6,1948,16.9,2008,23.7,1930,"master_account",0,"/world-university-rankings/university-basrah",673359,"Iraq",50118,15.7,"0%","64 : 36","University of Basrah","Mechanical & Aerospace Engineering,Sport Science,Other Health,Law,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Business & Management,Civil Engineering,Mathematics & Statistics,Architecture,Chemistry,Accounting & Finance,Art, Performing Arts & Design,Chemical Engineering,Psychology,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,General Engineering,Biological Sciences,Education",FALSE,FALSE,FALSE,NA,NA,NA,"iraq"
19740,NA,"University of Batna 2",17.8,19740,19.2,1573,8.1,2053,10.5,2021,16.8,2015,29.4,1686,"master_account",0,"/world-university-rankings/university-batna-2",688714,"Algeria",24509,20.5,"1%","55 : 45","University of Batna 2","Computer Science,General Engineering,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Civil Engineering",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19750,NA,"University of Béjaïa",17.8,19750,16.4,1803,8.8,1990,17.8,1888,19.6,1779,44.5,1071,"master_account",0,"/world-university-rankings/university-bejaia",647915,"Algeria",40823,23.7,"1%","61 : 39","University of Béjaïa","Computer Science,General Engineering,Communication & Media Studies,Physics & Astronomy,Mathematics & Statistics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Medicine & Dentistry,Sociology,Business & Management,Agriculture & Forestry,Electrical & Electronic Engineering,Other Health,Economics & Econometrics,Accounting & Finance,Chemistry,Biological Sciences,Law,Architecture,Civil Engineering,History, Philosophy & Theology",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19760,NA,"University of Bío-Bío",17.8,19760,13.7,1980,11.2,1625,14.5,1950,23.8,1530,46.8,996,"master_account",0,"/world-university-rankings/university-bio-bio",625458,"Chile",11689,23.5,"1%","43 : 57","University of Bío-Bío","Law,Physics & Astronomy,Electrical & Electronic Engineering,Art, Performing Arts & Design,Civil Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Communication & Media Studies,Other Health,Business & Management,Computer Science,Chemistry,Languages, Literature & Linguistics,Architecture,Sport Science,Education,Sociology,Agriculture & Forestry,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Chemical Engineering,Psychology",FALSE,FALSE,FALSE,NA,NA,NA,"chile"
19770,NA,"University of Birjand",17.8,19770,12.4,2040,9.9,1818,29.6,1592,18,1914,28.8,1710,"master_account",0,"/world-university-rankings/university-birjand",625239,"Iran",12345,34.1,"5%","54 : 46","University of Birjand","Mathematics & Statistics,Geography,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Sport Science,History, Philosophy & Theology,General Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Accounting & Finance,Agriculture & Forestry,Law,Archaeology,Communication & Media Studies,Psychology,Veterinary Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Chemistry,Architecture,Physics & Astronomy,Education,Computer Science",FALSE,FALSE,FALSE,NA,NA,NA,"iran"
19780,NA,"University of Biskra",17.8,19780,19,1594,8.6,2015,20.7,1829,17.7,1941,38,1300,"master_account",0,"/world-university-rankings/university-biskra",648728,"Algeria",29730,18.4,"0%","63 : 37","University of Biskra","Mathematics & Statistics,General Engineering,Biological Sciences,Sport Science,Communication & Media Studies,Accounting & Finance,Computer Science,Physics & Astronomy,Law,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Languages, Literature & Linguistics,Veterinary Science,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Sociology,Business & Management,Medicine & Dentistry,Civil Engineering,Psychology,History, Philosophy & Theology,Chemistry,Chemical Engineering,Agriculture & Forestry",FALSE,FALSE,FALSE,NA,NA,NA,"algeria"
19790,NA,"University of Brawijaya",17.8,19790,21,1411,10.8,1685,19.9,1844,23.9,1529,32.9,1533,"master_account",0,"/world-university-rankings/university-brawijaya",623436,"Indonesia",54657,14.1,"1%","60 : 40","University of Brawijaya","Biological Sciences,Education,Veterinary Science,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Architecture,Chemical Engineering,Sociology,Art, Performing Arts & Design,Other Health,Mathematics & Statistics,Psychology",FALSE,FALSE,FALSE,NA,NA,NA,"indonesia"
19800,NA,"University of Carthage",17.8,19800,25,1083,9.9,1819,32.1,1532,32.8,1248,44.1,1080,"master_account",0,"/world-university-rankings/university-carthage",657626,"Tunisia",31385,9.9,"1%","63 : 37","University of Carthage","Civil Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sport Science,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Business & Management,Architecture,Geography,Biological Sciences,Law,History, Philosophy & Theology,Computer Science,Chemistry,Archaeology,Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Politics & International Studies (incl Development Studies),Education",FALSE,FALSE,FALSE,NA,NA,NA,"tunisia"
19810,NA,"University of Caxias do Sul",17.8,19810,16.1,1820,9.2,1934,21.7,1806,21.3,1659,23.3,1951,"master_account",0,"/world-university-rankings/university-caxias-do-sul",625584,"Brazil",13454,28,"0%","53 : 47","University of Caxias do Sul","Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,Mathematics & Statistics,Psychology,Computer Science,History, Philosophy & Theology,Chemical Engineering,Sociology,General Engineering,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Law,Other Health,Sport Science,Education,Architecture,Veterinary Science,Geography",FALSE,FALSE,FALSE,NA,NA,NA,"brazil"
19820,NA,"University of Chester",17.8,19820,19.5,1543,13.3,1376,28.9,1620,26.5,1430,70,440,"master_account",0,"/world-university-rankings/university-chester",131400,"United Kingdom",11110,19,"24%","67 : 33","University of Chester","Agriculture & Forestry,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Sport Science,Education,Archaeology,Physics & Astronomy,Business & Management,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Veterinary Science,Law,Other Health,Chemistry,Accounting & Finance,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-22518132",NA,NA,"united kingdom"
19830,NA,"University of Colima",17.8,19830,23.3,1214,8,2062,40.3,1342,16.8,2016,29.5,1680,"master_account",0,"/world-university-rankings/university-colima",584754,"Mexico",14289,6.9,"0%","55 : 45","University of Colima","Languages, Literature & Linguistics,Chemical Engineering,Law,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Business & Management,Economics & Econometrics,Chemistry,Psychology,Computer Science,General Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Veterinary Science,Biological Sciences,Accounting & Finance,Architecture,Education,Civil Engineering,Agriculture & Forestry",FALSE,FALSE,FALSE,NA,NA,NA,"mexico"
19840,NA,"University of Costa Rica",17.8,19840,20.2,1478,9.8,1839,31,1563,22.4,1590,45.6,1034,"master_account",0,"/world-university-rankings/university-costa-rica",584721,"Costa Rica",33357,13.9,"2%","53 : 47","University of Costa Rica","Electrical & Electronic Engineering,Biological Sciences,Geography,Chemistry,Psychology,Computer Science,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sport Science,Business & Management,Economics & Econometrics,General Engineering,Law,Other Health,Physics & Astronomy,Accounting & Finance,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Architecture,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Agriculture & Forestry,Sociology",FALSE,FALSE,FALSE,NA,NA,NA,"costa rica"
19850,NA,"University of Craiova",17.8,19850,18.6,1639,12.3,1483,28.2,1643,25.3,1467,25.6,1846,"master_account",0,"/world-university-rankings/university-craiova",715150,"Romania",16537,20.8,"4%","52 : 48","University of Craiova","General Engineering,Physics & Astronomy,Accounting & Finance,Geography,Mathematics & Statistics,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Law,Computer Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Chemical Engineering,Business & Management,Chemistry,Languages, Literature & Linguistics,Agriculture & Forestry,Sociology",FALSE,FALSE,FALSE,NA,NA,NA,"romania"
19860,NA,"University of Cuenca",17.8,19860,11.5,2065,14,1308,17.4,1892,48.7,894,47.9,952,"master_account",0,"/world-university-rankings/university-cuenca",625341,"Ecuador",16516,44.4,"1%","57 : 43","University of Cuenca","Medicine & Dentistry,Civil Engineering,Psychology,Sociology,Chemical Engineering,Other Health,Business & Management,Agriculture & Forestry,Education,Art, Performing Arts & Design,Sport Science,Law,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Economics & Econometrics,Architecture,Communication & Media Studies,Accounting & Finance",FALSE,FALSE,FALSE,NA,NA,NA,"ecuador"
19870,NA,"University of Dar es Salaam",17.8,19870,13.2,2008,10.5,1728,26.3,1688,22.8,1576,48,948,"master_account",0,"/world-university-rankings/university-dar-es-salaam",131367,"Tanzania",40939,23.9,"0%","47 : 53","University of Dar es Salaam","Other Health,Sport Science,Law,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,Chemical Engineering,Computer Science,Chemistry,Accounting & Finance,Archaeology,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology,Civil Engineering,Sociology,Psychology,General Engineering,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Biological Sciences,Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Agriculture & Forestry,Education",FALSE,FALSE,FALSE,NA,NA,NA,"tanzania"
